"","x"
"608",-0.360947255106197
"609",0.291631598076234
"610",0.497634887577023
"611",0.0713805532731827
"612",0.325168957598218
"613",0.513961040499333
"614",-0.242435605135255
"615",-0.273208123716513
"616",-0.419588841242025
"617",-0.308388466423412
"618",-0.123346708721959
"619",-0.203376109123543
"620",0.211585863572914
"621",-0.31783813196492
"622",0.0177572853821442
"623",-0.467045016455869
"624",-0.584503484310573
"625",-0.595887097570961
"626",-0.0496635072556152
"627",-0.0347358548874339
"628",-0.274438786755621
"629",0.0374561214205764
"630",-0.275989539938333
"631",0.228787080990494
"632",-0.353464807499738
"633",-0.48331540450398
"634",-0.235195278957274
"635",-0.0822291790437976
"636",0.10764891444963
"637",0.174106677781898
"638",0.138266141271082
"639",-0.40617886369744
"640",-0.155398881694852
"641",-0.796871659370053
"642",-0.137568357418373
"643",-0.485106193985341
"644",-0.653688209848705
"645",-0.405160140717868
"646",-0.459436385609295
"647",-0.329281562352225
"648",-0.589536841460241
"649",-0.424922988168644
"650",-0.28522030287775
"651",-0.323840478487611
"652",-0.0798583592721926
"653",-0.139862015464271
"654",-0.624425030749354
"655",-0.408764203915372
"656",-0.999962889692606
"657",-0.828436704525287
"658",-0.231459037028466
"659",-0.62216057119024
"660",-0.562168741969723
"661",-0.496042242430411
"662",-0.539111658834743
"663",-0.171557261636028
"664",-0.619045144596879
"665",-0.346396328664208
"666",-0.772571366636121
"667",-0.34668439954162
"668",-0.626447969596439
"669",-0.540047454318755
"670",-0.296172812015261
"671",-0.517602638572029
"672",-0.217341503607765
"673",-0.679914648039298
"674",-0.901133519651578
"675",-0.889796102780497
"676",-1.05829785864339
"677",-1.13749220887234
"678",-0.571653623069528
"679",-0.809119686405521
"680",-0.514878904659333
"681",-1.09223739543193
"682",-0.807926022180521
"683",-0.617477495570196
"684",-1.04642431640037
"685",-0.60389677268966
"686",-1.15901636871898
"687",-0.790551230921898
"688",-1.00925168330489
"689",-1.32931097788231
"690",-1.2399891033261
"691",-0.549359975902273
"692",-1.21837714504677
"693",-1.14338628869738
"694",-1.08888587456633
"695",-0.59618222878175
"696",-1.18822346977547
"697",-1.32998907143496
"698",-0.511066444183969
"699",-1.06555739513989
"700",-1.40211944369601
"701",-1.01557036416824
"702",-0.821078111173296
"703",-0.918812780589926
"704",-0.608958981413151
"705",-1.13580709161195
"706",-1.52012844605596
"707",-0.919839939617006
"708",-0.681679696818815
"709",-0.569310598971197
"710",-1.44088536687794
"711",-1.07606435220603
"712",-1.52760361233452
"713",-1.39265832079573
"714",-1.21697767319549
"715",-1.20383257240674
"716",-0.924218139069492
"717",-0.851559706505397
"718",-0.766603428325222
"719",-0.799619198413658
"720",-1.18625246874236
"721",-0.696380535619935
"722",-0.825358678839836
"723",-0.86291281946628
"724",-1.15455797607473
"725",-1.43014753180604
"726",-0.877068242722802
"727",-1.64280163172957
"728",-0.926855251352411
"729",-1.02800626515236
"730",-1.19424763090478
"731",-1.31195706444003
"732",-0.826507669157461
"733",-1.49848384578002
"734",-1.38570318947972
"735",-1.12624653488873
"736",-0.943496507644782
"737",-0.905419091247917
"738",-1.59142179749897
"739",-1.47325795408891
"740",-1.7614137358776
"741",-0.823438618718809
"742",-0.978617021378598
"743",-1.03081876407725
"744",-1.55938577821076
"745",-1.39664863482442
"746",-1.56291261117303
"747",-1.25048541196253
"748",-0.926253711783568
"749",-1.45141663982654
"750",-1.22221450688463
"751",-1.55067768127821
"752",-1.06366070342865
"753",-1.67810267444893
"754",-1.07624849775367
"755",-1.13859293751792
"756",-1.24060197515015
"757",-1.5380193128403
"758",-1.58980678024575
"759",-1.11142476274623
"760",-1.37012082742503
"761",-1.42792403691171
"762",-1.06135398855125
"763",-1.04089580532728
"764",-0.931237253910619
"765",-1.38006289385273
"766",-1.83638551352795
"767",-1.5960992309082
"768",-1.56414099176716
"769",-1.71114624966234
"770",-1.74549626434926
"771",-1.24216852412755
"772",-1.88428219020721
"773",-1.56902500154738
"774",-1.35264289185005
"775",-1.53629037877935
"776",-1.06640928597091
"777",-1.52220107512439
"778",-1.16624014106709
"779",-1.24782405780885
"780",-1.25946622100373
"781",-1.80986123502704
"782",-1.77033833617613
"783",-1.4503839929785
"784",-1.60733848457321
"785",-1.66674090378242
"786",-1.95635336259571
"787",-1.2337871659797
"788",-1.19636935197117
"789",-1.59466248273026
"790",-1.08490401781137
"791",-1.56507901356727
"792",-1.57939400229498
"793",-1.68974629760201
"794",-1.686511564048
"795",-1.17780387632374
"796",-1.6982522651042
"797",-1.57194512234378
"798",-0.977145259820912
"799",-1.42073026818419
"800",-1.77986563496913
"801",-1.35569449776979
"802",-1.07581694293121
"803",-1.19297898900073
"804",-1.24673931323468
"805",-1.00383515584108
"806",-1.65430880801566
"807",-1.22600253339338
"808",-1.58738234670728
"809",-1.54109878533692
"810",-1.76514854812967
"811",-1.7518784493405
"812",-1.90496836175511
"813",-1.3999050038651
"814",-1.5099536077511
"815",-1.04453326357784
"816",-1.30459562219776
"817",-1.08319886552276
"818",-1.79784017771751
"819",-1.49650625040273
"820",-1.42760712458466
"821",-1.38015261978168
"822",-1.16969787426423
"823",-1.86436889613869
"824",-1.77981424271031
"825",-1.54889711877722
"826",-1.36308496879945
"827",-1.36293351656114
"828",-1.18302799723466
"829",-1.04576407378736
"830",-1.91557911240268
"831",-1.72480994462334
"832",-1.75937411793809
"833",-1.61524110634845
"834",-1.3698817615981
"835",-1.03443246626309
"836",-0.930956754917967
"837",-1.29832834946557
"838",-1.17322172464495
"839",-1.25014681501968
"840",-1.4190401305349
"841",-1.06074798199339
"842",-1.37402691275686
"843",-1.7032841318905
"844",-1.69059195593532
"845",-1.35128493958526
"846",-1.29043274028719
"847",-0.991311282405698
"848",-1.77342763526049
"849",-1.21754747669376
"850",-1.75703074242134
"851",-1.19511503188992
"852",-0.938427538124153
"853",-1.11060709285181
"854",-1.439562921993
"855",-1.65205696494643
"856",-1.57992292155109
"857",-1.37814028114428
"858",-1.24295310236747
"859",-1.37839651681965
"860",-1.76698672336513
"861",-1.72540053967008
"862",-1.38889649729235
"863",-1.1666260159304
"864",-1.29124064422784
"865",-1.71849918472125
"866",-1.11961291888224
"867",-1.03447785186803
"868",-0.977535791211872
"869",-0.940121959086061
"870",-1.59725092492566
"871",-1.40049214146856
"872",-1.54705937432229
"873",-1.02951840523024
"874",-1.57055450064471
"875",-0.957609262448282
"876",-0.994161185244308
"877",-1.21781842431678
"878",-1.3826149676663
"879",-0.677441208636988
"880",-1.56776930811994
"881",-1.1033096854669
"882",-1.55048727701844
"883",-1.30013994407655
"884",-0.680395089246668
"885",-0.870233277638089
"886",-1.22152571481113
"887",-0.966987242298186
"888",-1.27465033629634
"889",-0.645897111416871
"890",-1.42171735480095
"891",-0.896846978191159
"892",-1.17925187600404
"893",-0.802818395711865
"894",-1.06008488906772
"895",-1.20800174564081
"896",-1.42954241572296
"897",-1.3331563861064
"898",-0.861282893212222
"899",-1.36784417668576
"900",-1.33009383821862
"901",-1.1057335203832
"902",-0.601588404004729
"903",-1.44720157441929
"904",-0.648973567650019
"905",-0.815899913682137
"906",-1.33307911044423
"907",-1.16116016769085
"908",-0.627221587619216
"909",-1.00087395688323
"910",-0.844518818003577
"911",-1.10365159395577
"912",-1.06264349357864
"913",-1.26503399075523
"914",-1.2609596846571
"915",-0.673426083256963
"916",-0.542772796163044
"917",-0.426077493347685
"918",-1.19729206963738
"919",-0.806976787012152
"920",-1.01186445516351
"921",-1.05353834029787
"922",-0.547233042941319
"923",-0.864150921246384
"924",-0.439042376191398
"925",-0.599702490854654
"926",-0.977547513375266
"927",-1.06140867723155
"928",-1.07132826351067
"929",-0.709024387875144
"930",-1.08698908508986
"931",-0.659574082490778
"932",-0.421279932619608
"933",-0.424714664012344
"934",-0.637659254374019
"935",-0.906758813203133
"936",-0.9463387862293
"937",-0.770885785370609
"938",-0.0827747154020528
"939",-0.527869030989963
"940",-0.58507515317607
"941",-0.454902497847274
"942",-0.577156559657516
"943",-0.0505989402863463
"944",-0.35399827255015
"945",-0.406690983938051
"946",-0.706764893110903
"947",-0.878154309087359
"948",-0.518242909430124
"949",-0.108440395031421
"950",-0.721537210516431
"951",-0.274875452393412
"952",-0.182804411477144
"953",-0.219947940315721
"954",-0.812298609592104
"955",-0.519206715986597
"956",-0.429047242757158
"957",-0.698608303036088
"958",-0.553297398629678
"959",-0.812202875759365
"960",0.001137011983815
"961",-0.582904821240096
"962",-0.329068688232586
"963",-0.139268294421846
"964",-0.58079127687703
"965",-0.668147594614427
"966",-0.448750839404547
"967",-0.474505870136804
"968",0.176749613951357
"969",-0.470351694710207
"970",0.26490626133205
"971",-0.559875255558549
"972",-0.0388638449062824
"973",0.327669512541005
"974",0.131921428845376
"975",-0.148522568907503
"976",-0.568126949368034
"977",-0.143509226021759
"978",0.0309013840700634
"979",-0.386660216658156
"980",-0.244790070843512
"981",-0.394981572980372
"982",0.372760492137157
"983",-0.239034400729495
"984",0.466510294493981
"985",0.220807855398409
"986",0.407086180885817
"987",0.0271272038488592
"988",-0.414860079866188
"989",0.361912950612305
"990",-0.346992635519253
"991",0.388916952353355
"992",0.447633233558834
"993",0.303146334553887
"994",0.33634010178171
"995",-0.0463834963010095
"996",-0.216566448434835
"997",0.127436694090797
"998",0.300313032060644
"999",-0.221281198607384
"1000",0.407770412089303
